audio file path;album metadata;album directory
C:\Music\Sonny Terry\Sonny Terry & Brownie McGhee - I've Never Felt Like This Before.mp3;The Rising Sun Collection Vol. 11;The Rising Sun Collection Vol. 11
C:\Music\Sonny Terry\Sonny Terry & Brownie McGhee - My Father's Words.mp3;The Rising Sun Collection Vol. 11;The Rising Sun Collection Vol. 11
C:\Music\Sonny Terry\Sonny Terry & Brownie McGhee - Old Jabo.mp3;The Rising Sun Collection Vol. 11;The Rising Sun Collection Vol. 11
C:\Music\Sonny Terry\Sonny Terry & Brownie McGhee - Walk On.mp3;The Rising Sun Collection Vol. 11;The Rising Sun Collection Vol. 11
C:\Music\Sonny Terry\Sonny Terry & Brownie McGhee- Playing With The Thing.mp3;The Great Tomato Blues Package;The Great Tomato Blues Package
C:\Music\Spencer Davis Group\The Spencer Davis Group-Gimme Some Loving.mp3;Best of Spencer Davis Group;Best of Spencer Davis Group
C:\Music\Spencer Davis Group\The Spencer Davis Group-I'm A Man.mp3;Keep On Running;Keep On Running
C:\Music\Stampeders\The Stampeders - Wild Eyes.mp3;Greatest Hits;Greatest Hits
C:\Music\Stampeders\The Stampeders-Sweet City Woman.mp3;Sweet City Woman;Sweet City Woman
C:\Music\Stefan Grossman\Stefan Grossman-Love, Devils And The Blues.mp3;American Roots Songbook - The Blues;American Roots Songbook - The Blues
C:\Music\Steppenwolf\Steppenwolf-Born to Be Wild.mp3;Original Oldies 60's & 70's;Original Oldies 60's & 70's
C:\Music\Steppenwolf\Steppenwolf-Magic Carpet Ride.mp3;All Time Greatest Hits;All Time Greatest Hits
C:\Music\Steve Earle\Steve Earle-Copperhead Road.mp3;Copperhead Road;Copperhead Road
C:\Music\Steve Earle\Steve Earle-Guitar Town.mp3;Guitar Town;Guitar Town
C:\Music\Steve Perry\Steve Perry-Oh Sherrie.mp3;Street Talk;Street Talk
C:\Music\Steve Winwood\Steve Winwood-Valerie.mp3;Chronicles;Chronicles
C:\Music\Steve Winwood\Steve Winwood-While You See A Chance.mp3;Arc of a Diver;Arc of a Diver
C:\Music\Stevie Nicks & Kenny Loggins\Stevie Nicks & Kenny Loggins - Whenever I Call You 'Friend'.mp3;Kenny Loggins Alive;Kenny Loggins Alive
C:\Music\Stevie Nicks & Lindsey Buckingham\Buckingham Nicks-Crying in the Night.mp3;Buckingham Nicks;Buckingham Nicks
C:\Music\Stevie Nicks & Lindsey Buckingham\Buckingham Nicks-Stephanie.mp3;Buckingham Nicks;Buckingham Nicks
C:\Music\Stevie Nicks & Sarah Mclachlan\Stevie Nicks-Love Is.mp3;Trouble In Shangri-La;Trouble In Shangri-La
C:\Music\Stevie Nicks\Stevie Nicks - Beauty and the Beast.mp3;The Wild Heart;The Wild Heart
C:\Music\Stevie Nicks\Stevie Nicks - Sable on Blonde.mp3;The Wild Heart;The Wild Heart
C:\Music\Stevie Nicks\Stevie Nicks - Wild Heart.mp3;The Wild Heart;The Wild Heart
C:\Music\Stevie Nicks\Stevie Nicks-After The Glitter Fades.mp3;Bella Donna;Bella Donna
C:\Music\Stevie Nicks\Stevie Nicks-Alice.mp3;The Other Side of the Mirror;The Other Side of the Mirror
C:\Music\Stevie Nicks\Stevie Nicks-Belladonna.mp3;Bella Donna;Bella Donna
C:\Music\Stevie Nicks\Stevie Nicks-Blue Lamp.mp3;Street Angel;Street Angel
C:\Music\Stevie Nicks\Stevie Nicks-Cry Wolf.mp3;The Other Side of the Mirror;The Other Side of the Mirror
C:\Music\Stevie Nicks\Stevie Nicks-Doing the Best I Can (Escape from Berlin).mp3;The Other Side of the Mirror;The Other Side of the Mirror
C:\Music\Stevie Nicks\Stevie Nicks-Edge of Seventeen.mp3;Bella Donna;Bella Donna
C:\Music\Stevie Nicks\Stevie Nicks-Enchanted.mp3;The Wild Heart;The Wild Heart
C:\Music\Stevie Nicks\Stevie Nicks-Fire Burning.mp3;The Other Side of the Mirror;The Other Side of the Mirror
C:\Music\Stevie Nicks\Stevie Nicks-Gate and Garden.mp3;The Wild Heart;The Wild Heart
C:\Music\Stevie Nicks\Stevie Nicks-Ghosts.mp3;The Other Side of the Mirror;The Other Side of the Mirror
C:\Music\Stevie Nicks\Stevie Nicks-Has Anyone Ever Written Anything for You.mp3;Rock a Little;Rock a Little
C:\Music\Stevie Nicks\Stevie Nicks-How Still My Love.mp3;Bella Donna;Bella Donna
C:\Music\Stevie Nicks\Stevie Nicks-I Can't Wait.mp3;Rock a Little;Rock a Little
C:\Music\Stevie Nicks\Stevie Nicks-I Sing for the Things.mp3;Rock a Little;Rock a Little
C:\Music\Stevie Nicks\Stevie Nicks-I Still Miss Someone (Blue Eyes).mp3;The Other Side of the Mirror;The Other Side of the Mirror
C:\Music\Stevie Nicks\Stevie Nicks-I Will Run To You.mp3;The Wild Heart;The Wild Heart
C:\Music\Stevie Nicks\Stevie Nicks-If Anyone Falls.mp3;Crystal Visions-The Very Best of Stevie Nicks;Crystal Visions-The Very Best of Stevie Nicks
C:\Music\Stevie Nicks\Stevie Nicks-If I Were You.mp3;Rock a Little;Rock a Little
C:\Music\Stevie Nicks\Stevie Nicks-Imperial Hotel.mp3;Rock a Little;Rock a Little
C:\Music\Stevie Nicks\Stevie Nicks-Juliet.mp3;The Other Side of the Mirror;The Other Side of the Mirror
C:\Music\Stevie Nicks\Stevie Nicks-Kind of Woman.mp3;Bella Donna;Bella Donna
C:\Music\Stevie Nicks\Stevie Nicks-Leather and Lace.mp3;Bella Donna;Bella Donna
C:\Music\Stevie Nicks\Stevie Nicks-Long Way to Go.mp3;The Other Side of the Mirror;The Other Side of the Mirror
C:\Music\Stevie Nicks\Stevie Nicks-Nightbird.mp3;The Wild Heart;The Wild Heart
C:\Music\Stevie Nicks\Stevie Nicks-No Spoken Word.mp3;Rock a Little;Rock a Little
C:\Music\Stevie Nicks\Stevie Nicks-Nothing Ever Changes.mp3;The Wild Heart;The Wild Heart
C:\Music\Stevie Nicks\Stevie Nicks-Ooh My Love.mp3;The Other Side of the Mirror;The Other Side of the Mirror
C:\Music\Stevie Nicks\Stevie Nicks-Outside The Rain.mp3;Bella Donna;Bella Donna
C:\Music\Stevie Nicks\Stevie Nicks-Rock a Little (Go Ahead Lily).mp3;Rock a Little;Rock a Little
C:\Music\Stevie Nicks\Stevie Nicks-Rooms on Fire.mp3;The Other Side of the Mirror;The Other Side of the Mirror
C:\Music\Stevie Nicks\Stevie Nicks-Sister Honey.mp3;Rock a Little;Rock a Little
C:\Music\Stevie Nicks\Stevie Nicks-Some Become Strangers.mp3;Rock a Little;Rock a Little
C:\Music\Stevie Nicks\Stevie Nicks-Stand Back.mp3;Crystal Visions-The Very Best of Stevie Nicks;Crystal Visions-The Very Best of Stevie Nicks
C:\Music\Stevie Nicks\Stevie Nicks-Stop Draggin' My Heart Around.mp3;Bella Donna;Bella Donna
C:\Music\Stevie Nicks\Stevie Nicks-Talk to Me.mp3;Rock a Little;Rock a Little
C:\Music\Stevie Nicks\Stevie Nicks-The Highwayman.mp3;Bella Donna;Bella Donna
C:\Music\Stevie Nicks\Stevie Nicks-The Nightmare.mp3;Rock a Little;Rock a Little
C:\Music\Stevie Nicks\Stevie Nicks-Think About It.mp3;Bella Donna;Bella Donna
C:\Music\Stevie Nicks\Stevie Nicks-Two Kinds of Love.mp3;The Other Side of the Mirror;The Other Side of the Mirror
C:\Music\Stevie Nicks\Stevie Nicks-Whole Lotta Trouble.mp3;The Other Side of the Mirror;The Other Side of the Mirror
C:\Music\Stevie Ray Vaughan and Double Trouible\Stevie Ray Vaughan and Double Trouble-Ain't Gone 'n' Give Up On Love.mp3;The Real Deal: Greatest Hits, Vol. 2;The Real Deal- Greatest Hits, Vol. 2
C:\Music\Stevie Ray Vaughan and Double Trouible\Stevie Ray Vaughan and Double Trouble-Leave My Girl Alone [Live].mp3;The Real Deal: Greatest Hits, Vol. 2;The Real Deal- Greatest Hits, Vol. 2
C:\Music\Stevie Ray Vaughan and Double Trouible\Stevie Ray Vaughan and Double Trouble-Lenny.mp3;The Real Deal: Greatest Hits, Vol. 2;The Real Deal- Greatest Hits, Vol. 2
C:\Music\Stevie Ray Vaughan and Double Trouible\Stevie Ray Vaughan and Double Trouble-Life By The Drop.mp3;The Real Deal: Greatest Hits, Vol. 2;The Real Deal- Greatest Hits, Vol. 2
C:\Music\Stevie Ray Vaughan and Double Trouible\Stevie Ray Vaughan and Double Trouble-Look At Little Sister.mp3;The Real Deal: Greatest Hits, Vol. 2;The Real Deal- Greatest Hits, Vol. 2
C:\Music\Stevie Ray Vaughan and Double Trouible\Stevie Ray Vaughan and Double Trouble-Love Struck Baby.mp3;The Real Deal: Greatest Hits, Vol. 2;The Real Deal- Greatest Hits, Vol. 2
C:\Music\Stevie Ray Vaughan and Double Trouible\Stevie Ray Vaughan and Double Trouble-Pipeline.mp3;The Real Deal: Greatest Hits, Vol. 2;The Real Deal- Greatest Hits, Vol. 2
C:\Music\Stevie Ray Vaughan and Double Trouible\Stevie Ray Vaughan and Double Trouble-Riviera Paradise.mp3;The Real Deal: Greatest Hits, Vol. 2;The Real Deal- Greatest Hits, Vol. 2
C:\Music\Stevie Ray Vaughan and Double Trouible\Stevie Ray Vaughan and Double Trouble-Scuttle Buttin'.mp3;The Real Deal: Greatest Hits, Vol. 2;The Real Deal- Greatest Hits, Vol. 2
C:\Music\Stevie Ray Vaughan and Double Trouible\Stevie Ray Vaughan and Double Trouble-Shake For Me [Live].mp3;The Real Deal: Greatest Hits, Vol. 2;The Real Deal- Greatest Hits, Vol. 2
C:\Music\Stevie Ray Vaughan and Double Trouible\Stevie Ray Vaughan and Double Trouble-Superstition [Live].mp3;The Real Deal: Greatest Hits, Vol. 2;The Real Deal- Greatest Hits, Vol. 2
C:\Music\Stevie Ray Vaughan and Double Trouible\Stevie Ray Vaughan and Double Trouble-Voodoo Child (Slight Return).mp3;The Real Deal: Greatest Hits, Vol. 2;The Real Deal- Greatest Hits, Vol. 2
C:\Music\Stevie Ray Vaughan and Double Trouible\Stevie Ray Vaughan and Double Trouble-Wall Of Denial.mp3;The Real Deal: Greatest Hits, Vol. 2;The Real Deal- Greatest Hits, Vol. 2
C:\Music\Stevie Ray Vaughan and Double Trouible\Stevie Ray Vaughan and Double Trouble-Willie The Wimp [Live].mp3;The Real Deal: Greatest Hits, Vol. 2;The Real Deal- Greatest Hits, Vol. 2
C:\Music\Stevie Ray Vaughan\Stevie Ray Vaughan - Couldn't Stand The Weather.mp3;The Blues;The Blues
C:\Music\Stevie Ray Vaughan\Stevie Ray Vaughan - Flood Down In Texas [Live].mp3;Atlantic Blues Guitar;Atlantic Blues Guitar
C:\Music\Stevie Ray Vaughan\Stevie Ray Vaughan-Empty Arms.mp3;The Real Deal: Greatest Hits, Vol. 2;The Real Deal- Greatest Hits, Vol. 2
C:\Music\Stick McGhee\Stick McGhee - Tall Pretty Woman.mp3;Atlantic Blues Guitar;Atlantic Blues Guitar
C:\Music\Streetheart\Streetheart-Action.mp3;Meanwhile Back In Paris ...;Meanwhile Back In Paris
C:\Music\Streetheart\Streetheart-One More Time.mp3;Streetheart;Streetheart
C:\Music\Sue Foley\Sue Foley-Every Road I Take.mp3;American Roots Songbook - The Blues;American Roots Songbook - The Blues
C:\Music\Sunnyland Slim\Sunnyland Slim-I Had (It So Hard).mp3;The Story of the Blues;The Story of the Blues
C:\Music\Survivor\Survivor - Eye of the Tiger.mp3;Glass Tiger;Glass Tiger
C:\Music\Susan Aglukark\SUSAN AGLUKARK-O'SIEM.mp3;Celebrate Canada!;Celebrate Canada!
C:\Music\Susan Tedeschi\Susan Tedeschi-Evidence.mp3;Hope And Desire;Hope And Desire
C:\Music\Susan Tedeschi\Susan Tedeschi-Follow.mp3;Hope And Desire;Hope And Desire
C:\Music\Susan Tedeschi\Susan Tedeschi-Lord Protect My Child.mp3;Hope And Desire;Hope And Desire
C:\Music\Susan Tedeschi\Susan Tedeschi-Loving You Is Sweeter Than Ever.mp3;Hope And Desire;Hope And Desire
C:\Music\Susan Tedeschi\Susan Tedeschi-Magnificent Sanctuary Band.mp3;Hope And Desire;Hope And Desire
C:\Music\Susan Tedeschi\Susan Tedeschi-Security.mp3;Hope And Desire;Hope And Desire
C:\Music\Susan Tedeschi\Susan Tedeschi-Share Your Love.mp3;Hope And Desire;Hope And Desire
C:\Music\Susan Tedeschi\Susan Tedeschi-Soul Of A Man.mp3;Hope And Desire;Hope And Desire
C:\Music\Susan Tedeschi\Susan Tedeschi-Sweet Forgiveness.mp3;Hope And Desire;Hope And Desire
C:\Music\Susan Tedeschi\Susan Tedeschi-The Danger Zone.mp3;Hope And Desire;Hope And Desire
C:\Music\Susan Tedeschi\Susan Tedeschi-Tired Of My Tears.mp3;Hope And Desire;Hope And Desire
C:\Music\Susan Tedeschi\Susan Tedeschi-You Got The Silver.mp3;Hope And Desire;Hope And Desire
C:\Music\Suzi Quatro\Suzi Quatro-Devil Gate Drive.mp3;Quatro;Quatro
C:\Music\Suzi Quatro\Suzi Quatro-If You Can't Give Me Love.mp3;If You Knew Suzi;If You Knew Suzi
C:\Music\Suzi Quatro\Suzi Quatro-She's In Love With You.mp3;The Best Of...;The Best Of
C:\Music\Suzi Quatro\Suzi Quatro-Stumblin' In.mp3;Suzi And Other Four Letter Words;Suzi And Other Four Letter Words
C:\Music\Suzy Bogguss\Suzy Bogguss-Drive South.mp3;Voices In The Wind;Voices In The Wind
C:\Music\Suzy Bogguss\Suzy Bogguss-Hey Cinderella.mp3;Something Up My Sleeve;Something Up My Sleeve
C:\Music\Suzy Bogguss\Suzy Bogguss-Outbound Plane.mp3;Aces;Aces
C:\Music\Suzy Bogguss\Suzy Bogguss-Someday Soon.mp3;Aces;Aces
C:\Music\Sweeney Todd\Sweeney Todd-Roxy Roller.mp3;Oh What A Feeling;Oh What A Feeling
C:\Music\Sweet\Sweet - Ballroom Blitz.mp3;The Best of Sweet;The Best of Sweet
C:\Music\Sweet\Sweet-Fox On The Run.mp3;The Best of Sweet;The Best of Sweet
C:\Music\Sweet\Sweet-Little Willy.mp3;The Best of Sweet;The Best of Sweet
C:\Music\Sweet\Sweet-Love Is Like Oxygen.mp3;The Best of Sweet;The Best of Sweet
C:\Music\T'Pau\T'PAU - HEART AND SOUL.MP3;89.9;89.9
C:\Music\T-Bone Walker\T-Bone Walker - Blues Rock.mp3;T-Bone Blues;T-Bone Blues
C:\Music\T-Bone Walker\T-Bone Walker - Blues for Marili.mp3;T-Bone Blues;T-Bone Blues
C:\Music\T-Bone Walker\T-Bone Walker - Evenin'.mp3;T-Bone Blues;T-Bone Blues
C:\Music\T-Bone Walker\T-Bone Walker - How Long Blues.mp3;T-Bone Blues;T-Bone Blues
C:\Music\T-Bone Walker\T-Bone Walker - Mean Old World.mp3;T-Bone Blues;T-Bone Blues
C:\Music\T-Bone Walker\T-Bone Walker - Papa Ain't Salty.mp3;T-Bone Blues;T-Bone Blues
C:\Music\T-Bone Walker\T-Bone Walker - Play On Little Girl.mp3;T-Bone Blues;T-Bone Blues
C:\Music\T-Bone Walker\T-Bone Walker - Shufflin' the Blues.mp3;T-Bone Blues;T-Bone Blues
C:\Music\T-Bone Walker\T-Bone Walker - T-Bone Blues Special.mp3;T-Bone Blues;T-Bone Blues
C:\Music\T-Bone Walker\T-Bone Walker - T-Bone Blues.mp3;T-Bone Blues;T-Bone Blues
C:\Music\T-Bone Walker\T-Bone Walker - T-Bone Shuffle.mp3;T-Bone Blues;T-Bone Blues
C:\Music\T-Bone Walker\T-Bone Walker - Two Bones and a Pick.mp3;T-Bone Blues;T-Bone Blues
C:\Music\T-Bone Walker\T-Bone Walker - Why Not.mp3;T-Bone Blues;T-Bone Blues
C:\Music\T-Bone Walker\T-Bone Walker - You Don't Know What You're Doing.mp3;T-Bone Blues;T-Bone Blues
C:\Music\T-Bone Walker\T-Bone Walker-Call It Stormy Monday.mp3;Blues Legends;Blues Legends
C:\Music\T-Bone Walker\T-Bone Walker-Confusion Blues - T-Bone Walker.mp3;Blues Favorites;Blues Favorites
C:\Music\T-Bone Walker\T-Bone Walker-Goin' To Funky Town.mp3;Greatest Blues Legends;Greatest Blues Legends
C:\Music\T-Bone Walker\T-Bone Walker-Sail On Boogie.mp3;Nothin' But The Blues;Nothin' But The Blues
C:\Music\T-Bone Walker\T-Bone Walker-Stormy Monday Blues.mp3;Best Of The Blues, Vol. 2;Best Of The Blues, Vol. 2
C:\Music\T-Bone Walker\T-Bone Walker-T. Bone Boogie.mp3;Nothin' But The Blues;Nothin' But The Blues
C:\Music\TRex\T.Rex-Bang A Gong (Get It On).mp3;Electric Warrior;Electric Warrior
C:\Music\Taj Mahal\Taj Mahal - She Caught The Katy And Left Me A Mule To Ride.mp3;The Blues;The Blues
C:\Music\Taj Mahal\Taj Mahal-Ain't Gwine To Whistle Dixie (Any Mo') (Live).mp3;The Best Of Taj Mahal;The Best Of Taj Mahal
C:\Music\Taj Mahal\Taj Mahal-Ain't That A Lot Of Love (Live).mp3;Shoutin' In Key: Taj Mahal & The Phantom Blues Band Live;Shoutin' In Key- Taj Mahal & The Phantom Blues Band Live
C:\Music\Taj Mahal\Taj Mahal-Blue Light Boogie.mp3;Dancing The Blues;Dancing The Blues
C:\Music\Taj Mahal\Taj Mahal-Blue's Ain't Nothin'.mp3;Dancing The Blues;Dancing The Blues
C:\Music\Taj Mahal\Taj Mahal-Cakewalk Into Town.mp3;The Best Of Taj Mahal;The Best Of Taj Mahal
C:\Music\Taj Mahal\Taj Mahal-Chevrolet.mp3;The Best Of Taj Mahal;The Best Of Taj Mahal
C:\Music\Taj Mahal\Taj Mahal-Corinna.mp3;The Best Of Taj Mahal;The Best Of Taj Mahal
C:\Music\Taj Mahal\Taj Mahal-Corrina (Live).mp3;Shoutin' In Key: Taj Mahal & The Phantom Blues Band Live;Shoutin' In Key- Taj Mahal & The Phantom Blues Band Live
C:\Music\Taj Mahal\Taj Mahal-Cruisin' (Live).mp3;Shoutin' In Key: Taj Mahal & The Phantom Blues Band Live;Shoutin' In Key- Taj Mahal & The Phantom Blues Band Live
C:\Music\Taj Mahal\Taj Mahal-Down Home Girl.mp3;Dancing The Blues;Dancing The Blues
C:\Music\Taj Mahal\Taj Mahal-EZ Rider (Live).mp3;Shoutin' In Key: Taj Mahal & The Phantom Blues Band Live;Shoutin' In Key- Taj Mahal & The Phantom Blues Band Live
C:\Music\Taj Mahal\Taj Mahal-Ev'ry Wind (In The River) (Live).mp3;Shoutin' In Key: Taj Mahal & The Phantom Blues Band Live;Shoutin' In Key- Taj Mahal & The Phantom Blues Band Live
C:\Music\Taj Mahal\Taj Mahal-Farther On Down The Road.mp3;The Best Of Taj Mahal;The Best Of Taj Mahal
C:\Music\Taj Mahal\Taj Mahal-Fishin' Blues.mp3;The Best Of Taj Mahal;The Best Of Taj Mahal
C:\Music\Taj Mahal\Taj Mahal-Frankie And Albert.mp3;The Best Of Taj Mahal;The Best Of Taj Mahal
C:\Music\Taj Mahal\Taj Mahal-Going To The River.mp3;Dancing The Blues;Dancing The Blues
C:\Music\Taj Mahal\Taj Mahal-Going Up To The Country, Paint My Mailbox Blue.mp3;The Best Of Taj Mahal;The Best Of Taj Mahal
C:\Music\Taj Mahal\Taj Mahal-Hard Way.mp3;Dancing The Blues;Dancing The Blues
C:\Music\Taj Mahal\Taj Mahal-Honkey Tonk (Live).mp3;Shoutin' In Key: Taj Mahal & The Phantom Blues Band Live;Shoutin' In Key- Taj Mahal & The Phantom Blues Band Live
C:\Music\Taj Mahal\Taj Mahal-Honky Tonk Women.mp3;Paint It Blue: Songs Of The Rolling Stones;Paint It Blue- Songs Of The Rolling Stones
C:\Music\Taj Mahal\Taj Mahal-I Can't Help Myself (Sugarpie Honeybunch).mp3;Dancing The Blues;Dancing The Blues
C:\Music\Taj Mahal\Taj Mahal-I'm Ready.mp3;Dancing The Blues;Dancing The Blues
C:\Music\Taj Mahal\Taj Mahal-Johnny Too Bad.mp3;The Best Of Taj Mahal;The Best Of Taj Mahal
C:\Music\Taj Mahal\Taj Mahal-Leavin' Trunk (Live).mp3;Shoutin' In Key: Taj Mahal & The Phantom Blues Band Live;Shoutin' In Key- Taj Mahal & The Phantom Blues Band Live
C:\Music\Taj Mahal\Taj Mahal-Leaving Trunk.mp3;The Best Of Taj Mahal;The Best Of Taj Mahal
C:\Music\Taj Mahal\Taj Mahal-Mail Box Blues (Live).mp3;Shoutin' In Key: Taj Mahal & The Phantom Blues Band Live;Shoutin' In Key- Taj Mahal & The Phantom Blues Band Live
C:\Music\Taj Mahal\Taj Mahal-Mockingbird.mp3;Dancing The Blues;Dancing The Blues
C:\Music\Taj Mahal\Taj Mahal-Oh Susanna.mp3;The Best Of Taj Mahal;The Best Of Taj Mahal
C:\Music\Taj Mahal\Taj Mahal-Rain From The Sky (Live).mp3;Shoutin' In Key: Taj Mahal & The Phantom Blues Band Live;Shoutin' In Key- Taj Mahal & The Phantom Blues Band Live
C:\Music\Taj Mahal\Taj Mahal-Sentidos Dulce (Live).mp3;Shoutin' In Key: Taj Mahal & The Phantom Blues Band Live;Shoutin' In Key- Taj Mahal & The Phantom Blues Band Live
C:\Music\Taj Mahal\Taj Mahal-Sitting On Top Of The World.mp3;Dancing The Blues;Dancing The Blues
C:\Music\Taj Mahal\Taj Mahal-Six Days On The Road.mp3;The Best Of Taj Mahal;The Best Of Taj Mahal
C:\Music\Taj Mahal\Taj Mahal-Statesboro Blues.mp3;The Best Of Taj Mahal;The Best Of Taj Mahal
C:\Music\Taj Mahal\Taj Mahal-Stranger In My Own Home Town (Live).mp3;Shoutin' In Key: Taj Mahal & The Phantom Blues Band Live;Shoutin' In Key- Taj Mahal & The Phantom Blues Band Live
C:\Music\Taj Mahal\Taj Mahal-Stranger In My Own Home Town.mp3;Dancing The Blues;Dancing The Blues
C:\Music\Taj Mahal\Taj Mahal-Strut.mp3;Dancing The Blues;Dancing The Blues
C:\Music\Taj Mahal\Taj Mahal-Sweet Mama Janisse.mp3;The Best Of Taj Mahal;The Best Of Taj Mahal
C:\Music\Taj Mahal\Taj Mahal-Take A Giant Step.mp3;The Best Of Taj Mahal;The Best Of Taj Mahal
C:\Music\Taj Mahal\Taj Mahal-That's How Strong My Love Is.mp3;Dancing The Blues;Dancing The Blues
C:\Music\Taj Mahal\Taj Mahal-The Hoochi Coochi Coo (Live).mp3;Shoutin' In Key: Taj Mahal & The Phantom Blues Band Live;Shoutin' In Key- Taj Mahal & The Phantom Blues Band Live
C:\Music\Taj Mahal\Taj Mahal-The Hoochi Coochi Coo.mp3;Dancing The Blues;Dancing The Blues
C:\Music\Taj Mahal\Taj Mahal-Woulda Coulda Shoulda (Live).mp3;Shoutin' In Key: Taj Mahal & The Phantom Blues Band Live;Shoutin' In Key- Taj Mahal & The Phantom Blues Band Live
C:\Music\Taj Mahal\Taj Mahal-You're Going To Need Somebody On Your Bond (Live).mp3;The Best Of Taj Mahal;The Best Of Taj Mahal
C:\Music\Tal Bachman\Tal Bachman-If You Sleep.mp3;Here on Earth;Here on Earth
C:\Music\Tal Bachman\Tal Bachman-She's So High.mp3;Tal Bachman;Tal Bachman
C:\Music\Talking Heads\Talking Heads-And She Was.mp3;The Best of Talking Heads;The Best of Talking Heads
C:\Music\Tampa Red\Tampa Red-Sugar Mama Blues No. 1.mp3;Every Day I Have The Blues;Every Day I Have The Blues
C:\Music\Tampa Red\Tampa Red-Turpentine Blues.mp3;Every Day I Have The Blues;Every Day I Have The Blues
C:\Music\Tanya Tucker\Tanya Tucker - Delta Dawn.mp3;Tanya Tucker Disk 1;Tanya Tucker Disk 1
C:\Music\Tanya Tucker\Tanya Tucker - San Antonio Stroll.mp3;Greatest Hits;Greatest Hits
C:\Music\Tanya Tucker\Tanya Tucker-Already Gone.mp3;Common Thread-The Songs of the Eagles;Common Thread-The Songs of the Eagles
C:\Music\Tanya Tucker\Tanya Tucker-What's Your Mama's Name Child.mp3;Tanya Tucker Disc 1;Tanya Tucker Disc 1
C:\Music\Terri Clark\Terri Clark-Better Things To Do.mp3;Terri Clark;Terri Clark
C:\Music\Terri Clark\Terri Clark-Emotional Girl.mp3;Just The Same;Just The Same
C:\Music\Terri Clark\Terri Clark-Girls Lie Too.mp3;Greatest Hits 1994-2004;Greatest Hits 1994-2004
C:\Music\Terri Clark\Terri Clark-I Just Wanna Be Mad.mp3;The Best Of Terri Clark: The Millennium Collection;The Best Of Terri Clark- The Millennium Collection
C:\Music\Terri Clark\Terri Clark-Poor, Poor Pitiful Me.mp3;Just The Same;Just The Same
C:\Music\Terri Clark\Terri Clark-When Boy Meets Girl.mp3;Terri Clark;Terri Clark
C:\Music\Terri Clark\Terri Clark-When We Had It Bad.mp3;Terri Clark;Terri Clark
C:\Music\Terri Clark\Terri Clark-You're Easy on the Eyes.mp3;How I Feel;How I Feel
C:\Music\Terry Jacks\Terry Jacks-Concrete Sea.mp3;Terry Jacks;Terry Jacks
C:\Music\Terry Jacks\Terry Jacks-Seasons In The Sun.mp3;Terry Jacks;Terry Jacks
C:\Music\Terry Jacks\Terry Jacks-Where Evil Grows.mp3;Terry Jacks;Terry Jacks
C:\Music\Texas Johnny Brown\Texas Johnny Brown - Bongo Boogie.mp3;Atlantic Blues Guitar;Atlantic Blues Guitar
C:\Music\Texas Johnny Brown\Texas Johnny Brown - The Blues Rock.mp3;Atlantic Blues Guitar;Atlantic Blues Guitar
C:\Music\Texas Johnny Brown\Texas Johnny Brown - There Goes The Blues.mp3;Atlantic Blues Guitar;Atlantic Blues Guitar
C:\Music\Texas Johnny Brown\Texas Johnny Brown - Two Bones And A Pick.mp3;Atlantic Blues Guitar;Atlantic Blues Guitar
C:\Music\The Beach Boys\The Beach Boys - Little Saint Nick.mp3;Now Christmas Traditional;Now Christmas Traditional
C:\Music\The Beach Boys\The Beach Boys-Kokomo.mp3;Cocktail;Cocktail
C:\Music\The Beatles\The Beatles-I Saw Her Standing There.mp3;Please Please Me;Please Please Me
C:\Music\The Box\The Box-Closer Together.mp3;Closer Together;Closer Together
C:\Music\The Box\The Box-Crying Out Loud for Love.mp3;Closer Together;Closer Together
C:\Music\The Castaways\The Castaways-Liar, Liar.mp3;Good Morning Vietnam;Good Morning Vietnam
C:\Music\The Clovers\The Clovers-He Sure Could Hypnotize.mp3;The Story of the Blues;The Story of the Blues
C:\Music\The Corrs\The Corrs-Breathless.MP3;In Blue;In Blue
C:\Music\The Corrs\The Corrs-Dreams.mp3;Dreams: The Ultimate Corrs Collection;Dreams- The Ultimate Corrs Collection
C:\Music\The Cult\The Cult-She Sells Sanctuary.mp3;Pure Cult;Pure Cult
C:\Music\The Dirty Dozen Brass Band\The Dirty Dozen Brass Band-Mardi Gras in New Orleans [Live].mp3;Louisiana Scrapbook;Louisiana Scrapbook
C:\Music\The Doors\The Doors-Hello, I Love You.mp3;The Best Of The Doors;The Best Of The Doors
C:\Music\The Doors\The Doors-Riders on the Storm.mp3;Legacy: The Absolute Best;Legacy- The Absolute Best
C:\Music\The Eagles\The Eagles-Already Gone.mp3;Their Greatest Hits (1971-1975);Their Greatest Hits (1971-1975)
C:\Music\The Eagles\The Eagles-Lyin' Eyes.mp3;Their Greatest Hits (1971-1975);Their Greatest Hits (1971-1975)
C:\Music\The Eagles\The Eagles-One of These Nights.mp3;Their Greatest Hits (1971-1975);Their Greatest Hits (1971-1975)
C:\Music\The Eagles\The Eagles-Peaceful Easy Feeling.mp3;Their Greatest Hits (1971-1975);Their Greatest Hits (1971-1975)
C:\Music\The Eagles\The Eagles-Take It Easy.mp3;Their Greatest Hits (1971-1975);Their Greatest Hits (1971-1975)
C:\Music\The Eagles\The Eagles-Take It to the Limit.mp3;Their Greatest Hits (1971-1975);Their Greatest Hits (1971-1975)
